Date;Doc;Description;Montant;Cpte;SsCpte;Dest
01/03/2023;15230;FdB;-75,00 €;BIL;01;Général
01/03/2023;15230;FdB;75,00 €;SAN;01;MC
02/03/2023;15231;Dr C;-63,00 €;BIL;01;Général
02/03/2023;15231;Dr C;63,00 €;SAN;01;MC
02/03/2023;15232;Arax;15,47 €;ALI;01;Général
02/03/2023;15232;Arax;-15,47 €;BIL;01;Premier
02/03/2023;15233;Talemelerie;6,60 €;ALI;01;Général
02/03/2023;15233;Talemelerie;-6,60 €;BIL;01;Premier
02/03/2023;15234;Artes Bellas;37,00 €;SCO;01;Général
02/03/2023;15234;Artes Bellas;-37,00 €;BIL;01;Premier
02/03/2023;15235;Darty;19,99 €;LOG;02;Général
02/03/2023;15235;Darty;-19,99 €;BIL;01;Premier
02/03/2023;15236;Carrefour;-16,82 €;BIL;01;Général
02/03/2023;15236;Carrefour;6,09 €;ALI;01;Général
02/03/2023;15236;Carrefour;10,73 €;LOG;02;Général
02/03/2023;15237;Carrefour;-64,39 €;BIL;01;Général
02/03/2023;15237;Carrefour;64,39 €;VOI;02;Clioblanche
02/03/2023;15238;CPAM Pension;-705,31 €;PRF;05;MC
02/03/2023;15238;CPAM Pension - Prélèvement à la source;110,98 €;IMP;01;Général
02/03/2023;15238;CPAM Pension;594,33 €;BIL;01;Général
18/02/2023;15239;MGEN - Remboursement;7,50 €;999;99;Général
02/03/2023;15239;Paquet Jardin;2,90 €;LOI;06;Général
02/03/2023;15239;Répartition d'espèces;-2,90 €;BIL;00;Général
18/02/2023;15239;MGEN - Remboursement;-7,50 €;999;99;Général
04/03/2023;15240;Culture Vélo;23,50 €;SCO;05;MC
04/03/2023;15240;Culture Vélo;-23,50 €;BIL;01;Premier
06/03/2023;15241;Au petit primeur Chabeuil;27,20 €;ALI;01;Général
06/03/2023;15241;Au petit primeur Chabeuil;-27,20 €;BIL;01;Premier
07/03/2023;15242;Chovin-Clément;23,40 €;ALI;01;Général
07/03/2023;15242;Chovin-Clément;-23,40 €;BIL;01;Premier
07/03/2023;15243;Ferme des Blaches;36,33 €;ALI;01;Général
07/03/2023;15243;Ferme des Blaches;-36,33 €;BIL;01;Premier
07/03/2023;15244;Truite du Mezenc;17,00 €;ALI;01;Général
07/03/2023;15244;Truite du Mezenc;-17,00 €;BIL;01;Premier
07/03/2023;15245;Boulangerie école L'Aura;18,50 €;ALI;01;Général
07/03/2023;15245;Boulangerie école L'Aura;-18,50 €;BIL;01;Premier
07/03/2023;15246;Charcuterie des Limouches;16,14 €;ALI;01;Général
07/03/2023;15246;Charcuterie des Limouches;-16,14 €;BIL;01;Premier
07/03/2023;15247;Court-circuit;20,61 €;ALI;01;Général
07/03/2023;15247;Court-circuit;-20,61 €;BIL;01;Premier
07/03/2023;15248;Laiterie des Gérentes;111,56 €;ALI;01;Général
07/03/2023;15248;Laiterie des Gérentes;-111,56 €;BIL;01;Premier
09/03/2023;15249;Dermato;46,00 €;SAN;01;MC
09/03/2023;15249;Dermato;-46,00 €;BIL;01;Premier
09/03/2023;15250;Pharmacie des Buclos;15,90 €;SAN;01;Général
09/03/2023;15250;Pharmacie des Buclos;-15,90 €;BIL;01;Premier
09/03/2023;15251;Pharmacie des Béalières;52,06 €;SAN;01;MC
09/03/2023;15251;Pharmacie des Béalières;12,00 €;SAN;01;Claire
09/03/2023;15251;Pharmacie des Béalières;-64,06 €;BIL;01;Premier
09/03/2023;15252;Pharmacie des Béalières;11,85 €;SAN;01;Claire
09/03/2023;15252;Pharmacie des Béalières;-11,85 €;BIL;01;Premier
09/03/2023;15253;L'amylois;2,30 €;ALI;01;Général
09/03/2023;15253;L'amylois;-2,30 €;BIL;01;Premier
08/03/2023;15254;Rbst MFTGS;-20,50 €;SAN;01;MC
08/03/2023;15254;Rbst MFTGS;20,50 €;BIL;01;Général
13/03/2023;15255;Sage-femme;44,00 €;SAN;01;MC
13/03/2023;15255;Sage-femme;-44,00 €;BIL;01;Général
11/03/2023;15256;Decathlon;40,00 €;SCO;05;Arnaud
11/03/2023;15256;Decathlon;13,00 €;HAB;01;Claire
11/03/2023;15256;Decathlon;25,00 €;HAB;01;Général
11/03/2023;15256;Decathlon;11,00 €;SCO;05;Général
11/03/2023;15256;Decathlon;-89,00 €;BIL;01;Général
11/03/2023;15257;Carrefour;101,40 €;ALI;01;Général
11/03/2023;15257;Carrefour;-101,40 €;BIL;01;Général
13/03/2023;15258;Pharmacie des Béalières;19,50 €;SAN;01;Général
13/03/2023;15258;Pharmacie des Béalières;-19,50 €;BIL;01;Premier
14/03/2023;15259;Eau vive;14,01 €;ALI;01;Général
14/03/2023;15259;Eau vive;-14,01 €;BIL;01;Premier
14/03/2023;15260;Epicuria;3,75 €;ALI;01;Général
14/03/2023;15260;Epicuria;-3,75 €;BIL;01;Premier
14/03/2023;15261;Union primeurs;47,46 €;ALI;01;Général
14/03/2023;15261;Union primeurs;-47,46 €;BIL;01;Premier
14/03/2023;15262;Horodateurs Gre;4,90 €;VOI;01;Général
14/03/2023;15262;Horodateurs Gre;-4,90 €;BIL;01;Premier
14/03/2023;15263;L'autre moi;135,00 €;SAN;02;MC
14/03/2023;15263;L'autre moi;-135,00 €;BIL;01;Premier
14/03/2023;15264;Arax;20,12 €;ALI;01;Général
14/03/2023;15264;Arax;-20,12 €;BIL;01;Premier
15/03/2023;15265;L'amylois;6,60 €;ALI;01;Général
15/03/2023;15265;L'amylois;-6,60 €;BIL;01;Premier
01/03/2023;15266;POLE EMPLOI - ARE;-1 018,92 €;PRF;01;MC
01/03/2023;15266;POLE EMPLOI - ARE - Prélèvement à la source;154,84 €;IMP;01;Général
01/03/2023;15266;POLE EMPLOI - ARE;864,08 €;BIL;01;Général
15/03/2023;15267;Area;130,08 €;VOI;01;Général
15/03/2023;15267;Area;-130,08 €;BIL;01;Général
06/03/2023;15268;Arrêté compte VISA Premier;-893,24 €;BIL;01;Général
06/03/2023;15268;Arrêté compte VISA Premier;893,24 €;BIL;01;Premier
02/03/2023;15269;ESBJ - Rémunération;-3 200,00 €;PRF;01;Bruno
02/03/2023;15269;ESBJ - Rémunération;3 200,00 €;BIL;01;Général
17/02/2023;15270;Jazz - Duo -50%;6,30 €;BAS;05;Général
17/02/2023;15270;Jazz - Duo -50%;-6,30 €;BIL;01;Général
17/02/2023;15270;Jazz - Cotisation;16,10 €;BAS;05;Général
17/02/2023;15270;Jazz - Cotisation;-16,10 €;BIL;01;Général
17/02/2023;15270;Jazz - Option Tranquillité Duo;0,49 €;BAS;05;Général
17/02/2023;15270;Jazz - Option Tranquillité Duo;-0,49 €;BIL;01;Général
17/02/2023;15270;Jazz - Option Tranquillité;0,70 €;BAS;05;Général
17/02/2023;15270;Jazz - Option Tranquillité;-0,70 €;BIL;01;Général
15/02/2023;15271;Acompte loyer Esthetic Center;-800,00 €;RFN;01;Texto
15/02/2023;15271;Acompte loyer Esthetic Center;800,00 €;BIL;01;Général
07/03/2023;15272;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;19,99 €;LOG;08;Arnaud
07/03/2023;15272;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;-19,99 €;BIL;01;Général
07/03/2023;15272;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;19,99 €;LOG;08;Baptiste
07/03/2023;15272;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;-19,99 €;BIL;01;Général
15/02/2023;15273;IRPP - Prelevement à la source;238,00 €;IMP;01;Général
15/02/2023;15273;IRPP - Prelevement à la source;-238,00 €;BIL;01;Général
16/02/2023;15274;CPAM;-41,50 €;PRS;01;CPAM
16/02/2023;15274;CPAM;41,50 €;BIL;01;Général
08/03/2023;15275;CPAM;-39,50 €;PRS;01;CPAM
08/03/2023;15275;CPAM;39,50 €;BIL;01;Général
27/02/2023;15276;Orange  - N° client 0104525563 - 06 83 73 66 48;35,79 €;LOG;08;Clément
27/02/2023;15276;Orange  - N° client 0104525563 - 06 83 73 66 48;-35,79 €;BIL;01;Général
27/02/2023;15277;EDF (Client : 5016065031) Meylan RDC;-81,50 €;BIL;01;Général
27/02/2023;15277;EDF (Client : 5016065031) Meylan RDC;81,50 €;LOG;07;Général
27/02/2023;15278;EDF(Client : 5016346605) Meylan 1er;-122,79 €;BIL;01;Général
27/02/2023;15278;EDF(Client : 5016346605) Meylan 1er;122,79 €;LOG;07;Général
20/02/2023;15279;EDF (Client : 6017060888) Mtvdre Gd Père;-44,05 €;BIL;01;Général
20/02/2023;15279;EDF (Client : 6017060888) Mtvdre Gd Père;44,05 €;LOG;07;Montvendre
21/02/2023;15280;DARTY - Abonnement;14,99 €;LOG;03;Général
21/02/2023;15280;DARTY - Abonnement;-14,99 €;BIL;01;Général
07/03/2023;15281;MAIF - Assurance;306,13 €;BAS;01;Général
07/03/2023;15281;MAIF - Assurance;-306,13 €;BIL;01;Général
13/02/2023;15282;MFTGS - Cotisation;156,00 €;PRS;01;MFGTS
13/02/2023;15282;MFTGS - Cotisation;-156,00 €;BIL;01;Général
14/02/2023;15283;Droit de garde PEA;29,93 €;BAS;01;Général
14/02/2023;15283;Droit de garde PEA;-29,93 €;BIL;01;Général
22/02/2023;15284;AXA Pension;-395,38 €;PRF;05;MC
22/02/2023;15284;AXA Pension;62,20 €;IMP;01;Général
22/02/2023;15284;AXA Pension;333,18 €;BIL;01;Général
20/03/2023;15285;Complément taxe foncière (réintégration TOM);251,00 €;999;99;Général
20/03/2023;15285;Complément taxe foncière (réintégration TOM);-251,00 €;999;99;Général
20/03/2023;15286;Complément taxe foncière (réintégration TOM);50,00 €;999;99;Général
20/03/2023;15286;Complément taxe foncière (réintégration TOM);-50,00 €;999;99;Général
24/03/2023;15287;Ithurrico Etchea - Copropriete;137,92 €;RFN;01;Texto
24/03/2023;15287;Ithurrico Etchea - Copropriété;-137,92 €;BIL;01;Général
21/03/2023;15288;Denier du culte;-75,00 €;BIL;01;Général
21/03/2023;15288;Denier du culte;75,00 €;LOI;06;Général
21/03/2023;15289;IDEX;-73,51 €;BIL;01;Général
21/03/2023;15289;IDEX;73,51 €;LOG;03;Général
02/03/2023;15290;Parking Gre;2,00 €;VOI;01;Général
28/03/2023;15290;Thym commun marché;4,00 €;LOI;05;Montvendre
28/03/2023;15290;Répartition d'espèces;-38,70 €;BIL;00;Général
28/03/2023;15290;Nappe marché;12,70 €;LOG;02;Général
28/03/2023;15290;Spécialités de la Réunion / marché;20,00 €;ALI;01;Général
16/03/2023;15291;Carrefour;-73,27 €;BIL;01;Général
16/03/2023;15291;Carrefour;8,08 €;LOG;02;Général
16/03/2023;15291;Carrefour;14,86 €;SAN;02;Général
16/03/2023;15291;Carrefour;22,20 €;ALI;01;Général
16/03/2023;15291;Carrefour;28,13 €;LOG;02;Général
20/03/2023;15292;Boulangerie école L'Aura;20,29 €;ALI;01;Général
20/03/2023;15292;Boulangerie école L'Aura;-20,29 €;BIL;01;Premier
20/03/2023;15293;Boulangerie école L'Aura;2,80 €;ALI;01;Général
20/03/2023;15293;Boulangerie école L'Aura;-2,80 €;BIL;01;Premier
21/03/2023;15294;Carrefour;-70,46 €;BIL;01;Général
21/03/2023;15294;Carrefour;70,46 €;VOI;02;Clioblanche
21/03/2023;15295;Carrefour;-111,04 €;BIL;01;Général
21/03/2023;15295;Carrefour;18,62 €;LOG;02;Général
21/03/2023;15295;Carrefour;16,38 €;SAN;02;Général
21/03/2023;15295;Carrefour;79,19 €;ALI;01;Général
21/03/2023;15295;Cagnotte fidélité;-3,15 €;DIV;06;Général
21/03/2023;15296;Eau vive;18,24 €;ALI;01;Général
21/03/2023;15296;Eau vive;-18,24 €;BIL;01;Premier
22/03/2023;15297;Petit Casino;19,60 €;ALI;01;Général
22/03/2023;15297;Petit Casino;-19,60 €;BIL;01;Premier
23/03/2023;15298;Essentiels bébé;29,70 €;SAN;02;Claire
23/03/2023;15298;Essentiels bébé;-29,70 €;BIL;01;Premier
24/03/2023;15299;Carrefour;-79,56 €;BIL;01;Général
24/03/2023;15299;Carrefour;14,64 €;LOG;02;Général
24/03/2023;15299;Carrefour;64,92 €;ALI;01;Général
25/03/2023;15300;Laiterie des Gérentes;31,44 €;ALI;02;Général
25/03/2023;15300;Laiterie des Gérentes;-31,44 €;BIL;01;Premier
25/03/2023;15301;Au petit primeur Chabeuil;10,40 €;ALI;01;Général
25/03/2023;15301;Au petit primeur Chabeuil;-10,40 €;BIL;01;Premier
28/03/2023;15302;Chovin-Clément;21,60 €;ALI;01;Général
28/03/2023;15302;Chovin-Clément;-21,60 €;BIL;01;Premier
28/03/2023;15303;Limouches;16,07 €;ALI;01;Général
28/03/2023;15303;Limouches;-16,07 €;BIL;01;Premier
28/03/2023;15304;Ferme des Blaches;33,72 €;ALI;01;Général
28/03/2023;15304;Ferme des Blaches;-33,72 €;BIL;01;Premier
28/03/2023;15305;Boulangerie école L'Aura;25,20 €;ALI;01;Général
28/03/2023;15305;Boulangerie école L'Aura;-25,20 €;BIL;01;Premier
28/03/2023;15306;Court-circuit;24,82 €;ALI;01;Général
28/03/2023;15306;Court-circuit;-24,82 €;BIL;01;Premier
28/03/2023;15307;Comptoir dromois;52,53 €;ALI;01;Général
28/03/2023;15307;Comptoir dromois;-52,53 €;BIL;01;Premier
28/03/2023;15308;Laiterie des Gérentes;49,40 €;ALI;01;Général
28/03/2023;15308;Laiterie des Gérentes;-49,40 €;BIL;01;Premier
28/03/2023;15309;Laiterie des Gérentes;9,20 €;ALI;01;Général
28/03/2023;15309;Laiterie des Gérentes;-9,20 €;BIL;01;Premier
29/03/2023;15310;Rbst MFTGS;-75,00 €;SAN;01;MC
29/03/2023;15310;Rbst MFTGS;75,00 €;BIL;01;Général
01/04/2023;15312;Copropriété;-794,30 €;BIL;01;Général
01/04/2023;15312;Copropriété;794,30 €;LOG;05;3Lisses
01/04/2023;15313;Remboursement frais Bruno;-282,32 €;BIL;01;Général
04/03/2023;15313;Boulangerie;7,80 €;ALI;01;Général
11/03/2023;15313;Pain;6,10 €;ALI;01;Général
11/03/2023;15313;Boucherie - Fliets mignons;31,72 €;ALI;01;Général
12/03/2023;15313;Pain;9,05 €;ALI;01;Général
12/03/2023;15313;Clémentines;8,22 €;ALI;01;Général
17/03/2023;15313;Gérentes;52,99 €;ALI;01;Général
17/03/2023;15313;Carottes bio;4,74 €;ALI;01;Général
17/03/2023;15313;Scotch;2,60 €;SCO;01;Général
17/03/2023;15313;Alimentation;7,75 €;ALI;01;Général
18/03/2023;15313;Boulangerie;7,90 €;ALI;01;Général
01/04/2023;15313;Boulangerie;13,45 €;ALI;01;Général
01/04/2023;15313;Sevan - MC, Arnaud, B;130,00 €;ALI;02;Général
02/04/2023;15314;CPAM Pension;-705,31 €;PRF;05;MC
02/04/2023;15314;CPAM Pension - Prélèvement à la source;110,98 €;IMP;01;Général
02/04/2023;15314;CPAM Pension;594,33 €;BIL;01;Général
08/04/2023;15315;Solde de gestion Esthetic Center;-917,79 €;RFN;01;Texto
08/04/2023;15315;Solde de gestion Esthetic Center;917,79 €;BIL;01;Général
25/04/2023;15316;Gaz Tarif Reglementé -RDC;299,35 €;LOG;07;Général
25/04/2023;15316;Gaz Tarif Reglementé -RDC;-299,35 €;BIL;01;Général
26/04/2023;15317;Gaz Tarif Reglementé - 1er;-418,09 €;BIL;01;Général
26/04/2023;15317;Gaz Tarif Reglementé - 1er;418,09 €;LOG;07;Général
13/04/2023;15318;Momox;7,48 €;LOI;03;Général
13/04/2023;15318;Momox;-7,48 €;BIL;01;Premier
13/04/2023;15319;Rakuten;5,63 €;LOI;03;Général
13/04/2023;15319;Rakuten;-5,63 €;BIL;01;Premier
13/04/2023;15320;La Procure;10,41 €;LOI;03;Général
13/04/2023;15320;La Procure;-10,41 €;BIL;01;Premier
05/04/2023;15321;Arrêté compte VISA Premier;-532,91 €;BIL;01;Général
05/04/2023;15321;Arrêté compte VISA Premier;532,91 €;BIL;01;Premier
28/03/2023;15322;Primeur Montélier;-18,72 €;BIL;01;Premier
28/03/2023;15322;Primeur Montélier;18,72 €;ALI;01;Général
28/03/2023;15323;Le relais de la pogne;-20,79 €;BIL;01;Premier
28/03/2023;15323;Le relais de la pogne;20,79 €;ALI;01;Général
28/03/2023;15324;Darty;-79,99 €;BIL;01;Premier
28/03/2023;15324;Darty;79,99 €;LOG;02;Général
29/03/2023;15325;Petit Casino;-12,38 €;BIL;01;Premier
29/03/2023;15325;Petit Casino;12,38 €;ALI;01;Général
30/03/2023;15326;Carrefour;-46,06 €;BIL;01;Général
30/03/2023;15326;Carrefour;46,06 €;VOI;02;Clioblanche
30/03/2023;15327;Maxence;-2,60 €;BIL;01;Premier
30/03/2023;15327;Maxence;2,60 €;ALI;01;Général
30/03/2023;15328;Paquet Jardin;-6,42 €;BIL;01;Premier
30/03/2023;15328;Paquet Jardin;6,42 €;LOI;05;Général
31/03/2023;15329;Eau vive;-23,60 €;BIL;01;Premier
31/03/2023;15329;Eau vive;23,60 €;ALI;01;Général
01/04/2023;15330;Charcuterie des Limouches;-12,15 €;BIL;01;Premier
01/04/2023;15330;Charcuterie des Limouches;12,15 €;ALI;01;Général
01/04/2023;15331;Le relais de la pogne;-23,00 €;BIL;01;Premier
01/04/2023;15331;Le relais de la pogne;23,00 €;ALI;01;Général
01/04/2023;15332;Laiterie des Gérentes;-16,94 €;BIL;01;Premier
01/04/2023;15332;Laiterie des Gérentes;16,94 €;ALI;01;Général
02/04/2023;15333;Au petit primeur Chabeuil;-47,09 €;BIL;01;Premier
02/04/2023;15333;Au petit primeur Chabeuil;-6,62 €;BIL;01;Premier
02/04/2023;15333;Au petit primeur Chabeuil;47,09 €;ALI;01;Général
02/04/2023;15333;Au petit primeur Chabeuil;6,62 €;ALI;01;Général
03/04/2023;15334;Intermarché;-145,22 €;BIL;01;Premier
03/04/2023;15334;Intermarché;63,26 €;ALI;01;Général
03/04/2023;15334;Intermarché;56,54 €;LOG;02;Général
03/04/2023;15334;Intermarché;19,43 €;SAN;02;Général
03/04/2023;15334;Intermarché;5,99 €;LOI;03;Claire
03/04/2023;15335;Boulangerie école L'Aura;-10,00 €;BIL;01;Premier
03/04/2023;15335;Boulangerie école L'Aura;10,00 €;ALI;01;Général
03/04/2023;15336;Bricomarché;-70,38 €;BIL;01;Premier
03/04/2023;15336;Bricomarché;29,60 €;LOG;02;Général
03/04/2023;15336;Bricomarché;40,78 €;LOI;03;Claire
03/04/2023;15337;Carrefour;-52,36 €;BIL;01;Général
03/04/2023;15337;Carrefour;52,36 €;VOI;02;Clioblanche
03/04/2023;15338;King Jouet;-1,99 €;BIL;01;Premier
03/04/2023;15338;King Jouet;1,99 €;LOI;03;Claire
04/04/2023;15339;Petit Casino;-5,18 €;BIL;01;Premier
04/04/2023;15339;Petit Casino;5,18 €;ALI;01;Général
06/04/2023;15340;Epicuria;-12,55 €;BIL;01;Premier
06/04/2023;15340;Epicuria;12,55 €;ALI;01;Général
06/04/2023;15341;La caraque;-72,21 €;BIL;01;Premier
06/04/2023;15341;La caraque;72,21 €;ALI;01;Général
06/04/2023;15342;Parking Gre;-1,70 €;BIL;01;Premier
06/04/2023;15342;Parking Gre;1,70 €;VOI;01;Général
06/04/2023;15343;Horodateurs Gre;-3,00 €;BIL;01;Premier
06/04/2023;15343;Horodateurs Gre;3,00 €;VOI;01;Général
06/04/2023;15344;Artes Bellas;-67,45 €;BIL;01;Premier
06/04/2023;15344;Artes Bellas;67,45 €;LOI;03;Claire
06/04/2023;15345;La forêt noire;-29,40 €;BIL;01;Premier
06/04/2023;15345;La forêt noire;29,40 €;ALI;01;Général
06/04/2023;15346;La forêt noire;-3,95 €;BIL;01;Premier
06/04/2023;15346;La forêt noire;3,95 €;ALI;01;Général
07/04/2023;15347;Picard;-9,24 €;BIL;01;Premier
07/04/2023;15347;Picard;9,24 €;ALI;01;Général
07/04/2023;15348;Eau vive;-6,96 €;BIL;01;Premier
07/04/2023;15348;Eau vive;6,96 €;ALI;01;Général
08/04/2023;15349;Nature & découverte;-41,20 €;BIL;01;Premier
08/04/2023;15349;Nature & découverte;41,20 €;LOI;03;Claire
08/04/2023;15350;Au petit primeur Chabeuil;-124,42 €;BIL;01;Premier
08/04/2023;15350;Au petit primeur Chabeuil;124,42 €;ALI;01;Général
08/04/2023;15351;Le relais de la pogne;-21,00 €;BIL;01;Premier
08/04/2023;15351;Le relais de la pogne;21,00 €;ALI;01;Général
08/04/2023;15352;Arc web et ret;-46,20 €;BIL;01;Premier
08/04/2023;15352;Arc web et ret;46,20 €;LOG;02;Général
08/04/2023;15353;Petit bateau;-76,90 €;BIL;01;Premier
08/04/2023;15353;Petit bateau;76,90 €;HAB;01;Claire
08/04/2023;15354;DPAM > erreur compte MC;0,00 €;HAB;01;Claire
11/04/2023;15355;Ferme des Blaches;-39,34 €;BIL;01;Premier
11/04/2023;15355;Ferme des Blaches;39,34 €;ALI;01;Général
11/04/2023;15356;Casino;-23,05 €;BIL;01;Premier
11/04/2023;15356;Casino;23,05 €;LOG;02;Général
11/04/2023;15357;Laiterie des Gérentes;-12,78 €;BIL;01;Premier
11/04/2023;15357;Laiterie des Gérentes;12,78 €;ALI;01;Général
11/04/2023;15358;Au petit primeur Chabeuil;-24,58 €;BIL;01;Premier
11/04/2023;15358;Au petit primeur Chabeuil;24,58 €;ALI;01;Général
12/04/2023;15359;Chovin-Clément;-32,40 €;BIL;01;Premier
12/04/2023;15359;Chovin-Clément;32,40 €;ALI;01;Général
04/04/2023;15360;Osteo;-68,00 €;BIL;01;Général
04/04/2023;15360;Osteo;68,00 €;SAN;01;MC
06/04/2023;15361;Dr C;-126,00 €;BIL;01;Général
27/03/2023;15361;Dr C;63,00 €;SAN;01;Général
06/04/2023;15361;Dr C;63,00 €;SAN;01;Général
14/04/2023;15362;Alimentation marché;21,10 €;ALI;01;Général
13/04/2023;15362;Limouches;30,00 €;ALI;01;Général
14/04/2023;15362;Répartition d'espèces;-51,10 €;BIL;00;Général
19/03/2023;15363;Relais de l 26 Chabeuil;71,20 €;VOI;02;Clioblanche
19/03/2023;15363;Relais de l 26 Chabeuil;-71,20 €;BIL;01;Premier
05/04/2023;15364;Arrêté compte VISA Premier;-799,93 €;BIL;01;Général
05/04/2023;15364;Arrêté compte VISA Premier;799,93 €;BIL;01;Premier
03/04/2023;15365;ESBJ - Rémunération;-3 200,00 €;PRF;01;Bruno
03/04/2023;15365;ESBJ - Rémunération;3 200,00 €;BIL;01;Général
17/03/2023;15366;Jazz - Duo -50%;6,30 €;BAS;05;Général
17/03/2023;15366;Jazz - Duo -50%;-6,30 €;BIL;01;Général
17/03/2023;15366;Jazz - Cotisation;16,10 €;BAS;05;Général
17/03/2023;15366;Jazz - Cotisation;-16,10 €;BIL;01;Général
17/03/2023;15366;Jazz - Option Tranquillité Duo;0,49 €;BAS;05;Général
17/03/2023;15366;Jazz - Option Tranquillité Duo;-0,49 €;BIL;01;Général
17/03/2023;15366;Jazz - Option Tranquillité;0,70 €;BAS;05;Général
17/03/2023;15366;Jazz - Option Tranquillité;-0,70 €;BIL;01;Général
27/03/2023;15367;Orange  - N° client 0104525563 - 06 83 73 66 48;24,99 €;LOG;08;Clément
27/03/2023;15367;Orange  - N° client 0104525563 - 06 83 73 66 48;-24,99 €;BIL;01;Général
15/03/2023;15368;Acompte loyer Esthetic Center;-800,00 €;RFN;01;Texto
15/03/2023;15368;Acompte loyer Esthetic Center;800,00 €;BIL;01;Général
03/04/2023;15369;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;19,99 €;LOG;08;Arnaud
03/04/2023;15369;Free Mobile - 1597 1829 - Tél 06 48 55 53 00;-19,99 €;BIL;01;Général
03/04/2023;15369;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;19,99 €;LOG;08;Baptiste
03/04/2023;15369;Free Mobile - 1597 1837 - Tél  - 06 48 55 54 20;-19,99 €;BIL;01;Général
15/03/2023;15370;IRPP - Prelevement à la source;238,00 €;IMP;01;Général
15/03/2023;15370;IRPP - Prelevement à la source;-238,00 €;BIL;01;Général
14/03/2023;15371;CPAM;-45,00 €;PRS;01;CPAM
14/03/2023;15371;CPAM;45,00 €;BIL;01;Général
13/04/2023;15372;CPAM;-40,00 €;PRS;01;CPAM
13/04/2023;15372;CPAM;40,00 €;BIL;01;Général
20/03/2023;15373;EDF (Client : 6017060888) Mtvdre Gd Père;-44,05 €;BIL;01;Général
20/03/2023;15373;EDF (Client : 6017060888) Mtvdre Gd Père;44,05 €;LOG;07;Montvendre
21/03/2023;15374;EDF (Client : 5013193405) Maison Mtvdre ;-116,86 €;BIL;01;Général
21/03/2023;15374;EDF (Client : 5013193405) Maison Mtvdre ;116,86 €;LOG;07;Montvendre
20/03/2023;15375;DARTY - Abonnement;14,99 €;LOG;03;Général
20/03/2023;15375;DARTY - Abonnement;-14,99 €;BIL;01;Général
06/04/2023;15376;MAIF - Assurance;306,14 €;BAS;01;Général
06/04/2023;15376;MAIF - Assurance;-306,14 €;BIL;01;Général
14/03/2023;15377;MFTGS - Cotisation;156,00 €;PRS;01;MFGTS
14/03/2023;15377;MFTGS - Cotisation;-156,00 €;BIL;01;Général
12/04/2023;15378;MFTGS - Cotisation;247,00 €;PRS;01;MFGTS
12/04/2023;15378;MFTGS - Cotisation;-247,00 €;BIL;01;Général
22/03/2023;15379;AXA Pension;-514,47 €;PRF;05;MC
22/03/2023;15379;AXA Pension;80,95 €;IMP;01;Général
22/03/2023;15379;AXA Pension;433,52 €;BIL;01;Général
06/04/2023;15380;POLE EMPLOI - ARE;-1 128,09 €;PRF;01;MC
06/04/2023;15380;POLE EMPLOI - ARE - Prélèvement à la source;171,43 €;IMP;01;Général
06/04/2023;15380;POLE EMPLOI - ARE;956,66 €;BIL;01;Général
15/04/2023;15381;Retrait Société Générale;80,00 €;BIL;00;Général
15/04/2023;15381;Retrait Société Générale;-80,00 €;BIL;01;Général
14/04/2023;15382;Cash Bio Markal;62,09 €;ALI;01;Général
14/04/2023;15382;Cash Bio Markal;-62,09 €;BIL;01;Premier
14/04/2023;15383;Intermarché;5,99 €;LOI;03;Claire
14/04/2023;15383;Intermarché;-21,11 €;BIL;01;Premier
14/04/2023;15383;Intermarché;15,12 €;SAN;02;Général
14/04/2023;15384;Intermarché > erreur payé MC;0,00 €;VOI;02;Clioblanche
14/04/2023;15385;Anne de Solène;256,62 €;HAB;01;Général
14/04/2023;15385;Anne de Solène;-256,62 €;BIL;01;Premier
14/04/2023;15386;Arc web et ret;34,42 €;LOG;02;Général
14/04/2023;15386;Arc web et ret;-34,42 €;BIL;01;Premier
15/04/2023;15387;Bricomarché;5,20 €;LOG;01;Montvendre
15/04/2023;15387;Bricomarché;-5,20 €;BIL;01;Premier
15/04/2023;15388;Pharmacie Taton;12,80 €;SAN;02;Général
15/04/2023;15388;Pharmacie Taton;-19,30 €;BIL;01;Premier
15/04/2023;15388;Pharmacie Taton;6,50 €;SAN;01;Général
15/04/2023;15389;Boulangerie école L'Aura;2,80 €;ALI;01;Général
15/04/2023;15389;Boulangerie école L'Aura;-2,80 €;BIL;01;Premier
15/04/2023;15390;Laiterie des Gérentes;79,01 €;ALI;01;Général
15/04/2023;15390;Laiterie des Gérentes;-79,01 €;BIL;01;Premier
15/04/2023;15391;Remise de dette C&F;-257,74 €;BIL;98;Claire
15/04/2023;15391;Remise de dette C&F;257,74 €;DEX;01;Général
15/04/2023;15391;Remise de dette C&F;100,00 €;BIL;00;Général
15/04/2023;15391;Remise de dette C&F;-100,00 €;DEX;01;Général
16/04/2023;15392;Au petit primeur Chabeuil;53,31 €;ALI;01;Général
16/04/2023;15392;Au petit primeur Chabeuil;-53,31 €;BIL;01;Premier
19/04/2023;15393;L'amylois;3,80 €;ALI;01;Général
